FabGuard-V19.02.00
EXPORTED BIN DATA
Run Path and Name: c:\Inficon\data\009-13-2026\scaleupCCU2026, Position 1, RGA MPH 100 70252106, 009-13-2026 20'23'55.isi
SensorID:  RGA MPH 100 70252106
7 Bins 
50694 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure	28_amu_(Nitrogen)	44_amu_(CO2)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Relay_1_(DO_0)
620.383	1789302855.915	09/13/2026_20:34:15.915	1	2	3.906036727e-05	7.571146377e-09	1.137163919e-09	1	1	0
620.463	1789302855.995	09/13/2026_20:34:15.995	1	2	3.908073631e-05	7.592187323e-09	1.139492056e-09	1	1	0
620.542	1789302856.074	09/13/2026_20:34:16.074	1	2	3.906515121e-05	7.671878244e-09	1.152280937e-09	1	1	0
620.622	1789302856.154	09/13/2026_20:34:16.154	1	2	3.905313861e-05	7.562640292e-09	1.163722008e-09	1	1	0
620.702	1789302856.234	09/13/2026_20:34:16.234	1	2	3.900975571e-05	7.598632834e-09	1.174704001e-09	1	1	0
620.782	1789302856.314	09/13/2026_20:34:16.314	1	2	3.898062278e-05	7.619562759e-09	1.175976871e-09	1	1	0
620.862	1789302856.394	09/13/2026_20:34:16.394	1	2	3.900263255e-05	7.605875929e-09	1.191449162e-09	1	1	0
620.941	1789302856.473	09/13/2026_20:34:16.473	1	2	3.890647349e-05	7.527911627e-09	1.195834654e-09	1	1	0
621.021	1789302856.553	09/13/2026_20:34:16.553	1	2	3.886438208e-05	7.505975397e-09	1.201435285e-09	1	1	0
621.101	1789302856.633	09/13/2026_20:34:16.633	1	2	3.895314876e-05	7.568292659e-09	1.217146051e-09	1	1	0
621.181	1789302856.713	09/13/2026_20:34:16.713	1	2	3.903490506e-05	7.511346212e-09	1.22396604e-09	1	1	0
621.261	1789302856.793	09/13/2026_20:34:16.793	1	2	3.912472312e-05	7.495112975e-09	1.23237065e-09	1	1	0
621.34	1789302856.872	09/13/2026_20:34:16.872	1	2	3.919655865e-05	7.527038548e-09	1.229718993e-09	1	1	0
621.42	1789302856.952	09/13/2026_20:34:16.952	1	2	3.924511111e-05	7.499082244e-09	1.238852132e-09	1	1	0
621.5	1789302857.032	09/13/2026_20:34:17.032	1	2	3.926333011e-05	7.499838972e-09	1.249484405e-09	1	1	0
621.58	1789302857.112	09/13/2026_20:34:17.112	1	2	3.928832666e-05	7.50349205e-09	1.249737869e-09	1	1	0
621.66	1789302857.192	09/13/2026_20:34:17.192	1	2	3.930412277e-05	7.505352784e-09	1.253252391e-09	1	1	0
621.739	1789302857.271	09/13/2026_20:34:17.271	1	2	3.930807361e-05	7.407228608e-09	1.265716643e-09	1	1	0
621.819	1789302857.351	09/13/2026_20:34:17.351	1	2	3.932185064e-05	7.458238471e-09	1.264505833e-09	1	1	0
621.899	1789302857.431	09/13/2026_20:34:17.431	1	2	3.934062261e-05	7.471055774e-09	1.265154648e-09	1	1	0
621.979	1789302857.511	09/13/2026_20:34:17.511	1	2	3.934224515e-05	7.472030994e-09	1.264302663e-09	1	1	0
622.059	1789302857.591	09/13/2026_20:34:17.591	1	2	3.934645065e-05	7.461063767e-09	1.268682714e-09	1	1	0
622.138	1789302857.670	09/13/2026_20:34:17.670	1	2	3.935990389e-05	7.45263673e-09	1.256874493e-09	1	1	0
622.218	1789302857.750	09/13/2026_20:34:17.750	1	2	3.936298162e-05	7.479934894e-09	1.247178805e-09	1	1	0
622.298	1789302857.830	09/13/2026_20:34:17.830	1	2	3.935602217e-05	7.486480769e-09	1.238538494e-09	1	1	0
622.378	1789302857.910	09/13/2026_20:34:17.910	1	2	3.935364657e-05	7.498403676e-09	1.232044244e-09	1	1	0
622.458	1789302857.990	09/13/2026_20:34:17.990	1	2	3.934417691e-05	7.530425172e-09	1.208943612e-09	1	1	0
622.537	1789302858.069	09/13/2026_20:34:18.069	1	2	3.933103653e-05	7.566497651e-09	1.192762666e-09	1	1	0
622.617	1789302858.149	09/13/2026_20:34:18.149	1	2	3.930285675e-05	7.567527049e-09	1.174308539e-09	1	1	0
622.697	1789302858.229	09/13/2026_20:34:18.229	1	2	3.927660509e-05	7.56023244e-09	1.149993434e-09	1	1	0
622.777	1789302858.309	09/13/2026_20:34:18.309	1	2	3.924739212e-05	7.611625108e-09	1.126625349e-09	1	1	0
622.857	1789302858.389	09/13/2026_20:34:18.389	1	2	3.921095049e-05	7.598237595e-09	1.106960523e-09	1	1	0
622.936	1789302858.468	09/13/2026_20:34:18.468	1	2	3.910941814e-05	7.633003563e-09	1.077773093e-09	1	1	0
623.016	1789302858.548	09/13/2026_20:34:18.548	1	2	3.908604413e-05	7.699333615e-09	1.048157228e-09	1	1	0
623.096	1789302858.628	09/13/2026_20:34:18.628	1	2	3.893921166e-05	7.797820167e-09	1.024228147e-09	1	1	0
623.176	1789302858.708	09/13/2026_20:34:18.708	1	2	3.881421435e-05	7.7732496e-09	1.003247929e-09	1	1	0
623.256	1789302858.788	09/13/2026_20:34:18.788	1	2	3.87275104e-05	7.733824248e-09	9.696659031e-10	1	1	0
623.335	1789302858.867	09/13/2026_20:34:18.867	1	2	3.86394313e-05	7.819759062e-09	9.457419292e-10	1	1	0
623.415	1789302858.947	09/13/2026_20:34:18.947	1	2	3.860608194e-05	7.849690675e-09	9.200194495e-10	1	1	0
623.495	1789302859.027	09/13/2026_20:34:19.027	1	2	3.859667777e-05	7.782214873e-09	8.999363477e-10	1	1	0
623.575	1789302859.107	09/13/2026_20:34:19.107	1	2	3.862313315e-05	7.850963435e-09	8.714717836e-10	1	1	0
623.655	1789302859.187	09/13/2026_20:34:19.187	1	2	3.854020179e-05	7.909765287e-09	8.537132112e-10	1	1	0
623.734	1789302859.266	09/13/2026_20:34:19.266	1	2	3.846942127e-05	7.908287358e-09	8.327193379e-10	1	1	0
623.814	1789302859.346	09/13/2026_20:34:19.346	1	2	3.841375292e-05	7.935978985e-09	8.148201558e-10	1	1	0
623.894	1789302859.426	09/13/2026_20:34:19.426	1	2	3.83537481e-05	7.978470329e-09	7.905915367e-10	1	1	0
623.974	1789302859.506	09/13/2026_20:34:19.506	1	2	3.830310015e-05	7.976391991e-09	7.772933963e-10	1	1	0
624.054	1789302859.586	09/13/2026_20:34:19.586	1	2	3.827337423e-05	8.025995868e-09	7.656136281e-10	1	1	0
624.133	1789302859.665	09/13/2026_20:34:19.665	1	2	3.832679067e-05	8.041760147e-09	7.468010654e-10	1	1	0
624.213	1789302859.745	09/13/2026_20:34:19.745	1	2	3.834643576e-05	7.993117279e-09	7.333442742e-10	1	1	0
624.293	1789302859.825	09/13/2026_20:34:19.825	1	2	3.835032112e-05	8.037127408e-09	7.241578448e-10	1	1	0
624.373	1789302859.905	09/13/2026_20:34:19.905	1	2	3.834942981e-05	7.966594495e-09	7.129555279e-10	1	1	0
624.453	1789302859.985	09/13/2026_20:34:19.985	1	2	3.835418465e-05	8.030269782e-09	6.985224066e-10	1	1	0
624.532	1789302860.064	09/13/2026_20:34:20.064	1	2	3.832626317e-05	8.062353452e-09	6.872141189e-10	1	1	0
624.612	1789302860.144	09/13/2026_20:34:20.144	1	2	3.831076901e-05	8.053393508e-09	6.801828545e-10	1	1	0
624.692	1789302860.224	09/13/2026_20:34:20.224	1	2	3.830594869e-05	8.069211077e-09	6.670642927e-10	1	1	0
624.772	1789302860.304	09/13/2026_20:34:20.304	1	2	3.829571142e-05	8.10372569e-09	6.537347885e-10	1	1	0
624.852	1789302860.384	09/13/2026_20:34:20.384	1	2	3.827459659e-05	8.11418932e-09	6.439146993e-10	1	1	0
624.931	1789302860.463	09/13/2026_20:34:20.463	1	2	3.825958265e-05	8.10734857e-09	6.33083086e-10	1	1	0
625.011	1789302860.543	09/13/2026_20:34:20.543	1	2	3.823949373e-05	8.152754027e-09	6.164358468e-10	1	1	0
625.091	1789302860.623	09/13/2026_20:34:20.623	1	2	3.821841528e-05	8.145127239e-09	6.045818846e-10	1	1	0
625.171	1789302860.703	09/13/2026_20:34:20.703	1	2	3.81951977e-05	8.142573726e-09	5.943384118e-10	1	1	0
625.251	1789302860.783	09/13/2026_20:34:20.783	1	2	3.81884638e-05	8.156454179e-09	5.769691391e-10	1	1	0
625.33	1789302860.862	09/13/2026_20:34:20.862	1	2	3.816139724e-05	8.264409601e-09	5.629119393e-10	1	1	0
625.41	1789302860.942	09/13/2026_20:34:20.942	1	2	3.807964458e-05	8.197091894e-09	5.513832724e-10	1	1	0
625.49	1789302861.022	09/13/2026_20:34:21.022	1	2	3.800867125e-05	8.168445476e-09	5.390504709e-10	1	1	0
625.57	1789302861.102	09/13/2026_20:34:21.102	1	2	3.788807589e-05	8.256958672e-09	5.22102972e-10	1	1	0
625.65	1789302861.182	09/13/2026_20:34:21.182	1	2	3.779623512e-05	8.252357908e-09	5.0960558e-10	1	1	0
625.729	1789302861.261	09/13/2026_20:34:21.261	1	2	3.77387114e-05	8.267829976e-09	5.00468389e-10	1	1	0
625.809	1789302861.341	09/13/2026_20:34:21.341	1	2	3.776738231e-05	8.240257365e-09	4.857885205e-10	1	1	0
625.889	1789302861.421	09/13/2026_20:34:21.421	1	2	3.779165854e-05	8.361128678e-09	4.739151294e-10	1	1	0
625.969	1789302861.501	09/13/2026_20:34:21.501	1	2	3.781549822e-05	8.28303115e-09	4.62492461e-10	1	1	0
626.049	1789302861.581	09/13/2026_20:34:21.581	1	2	3.783802094e-05	8.331141998e-09	4.523149355e-10	1	1	0
626.128	1789302861.660	09/13/2026_20:34:21.660	1	2	3.783083957e-05	8.33210656e-09	4.392896602e-10	1	1	0
626.208	1789302861.740	09/13/2026_20:34:21.740	1	2	3.776885933e-05	8.389863027e-09	4.326477787e-10	1	1	0
626.288	1789302861.820	09/13/2026_20:34:21.820	1	2	3.771582487e-05	8.298170151e-09	4.236390405e-10	1	1	0
626.368	1789302861.900	09/13/2026_20:34:21.900	1	2	3.768433817e-05	8.325157452e-09	4.166082201e-10	1	1	0
626.448	1789302861.980	09/13/2026_20:34:21.980	1	2	3.76253447e-05	8.341777047e-09	4.073492377e-10	1	1	0
626.527	1789302862.059	09/13/2026_20:34:22.059	1	2	3.754808131e-05	8.363830517e-09	4.034763634e-10	1	1	0
626.607	1789302862.139	09/13/2026_20:34:22.139	1	2	3.753503188e-05	8.290734321e-09	3.977926322e-10	1	1	0
626.687	1789302862.219	09/13/2026_20:34:22.219	1	2	3.755171929e-05	8.36116687e-09	3.911040103e-10	1	1	0
626.767	1789302862.299	09/13/2026_20:34:22.299	1	2	3.761236076e-05	8.384781758e-09	3.838617479e-10	1	1	0
626.847	1789302862.379	09/13/2026_20:34:22.379	1	2	3.76477401e-05	8.371150884e-09	3.822250849e-10	1	1	0
626.926	1789302862.458	09/13/2026_20:34:22.458	1	2	3.768962779e-05	8.336757951e-09	3.756376599e-10	1	1	0
627.006	1789302862.538	09/13/2026_20:34:22.538	1	2	3.771732008e-05	8.417914366e-09	3.726555453e-10	1	1	0
627.086	1789302862.618	09/13/2026_20:34:22.618	1	2	3.774410288e-05	8.369614335e-09	3.689623329e-10	1	1	0
627.166	1789302862.698	09/13/2026_20:34:22.698	1	2	3.776006633e-05	8.394396289e-09	3.668305659e-10	1	1	0
627.246	1789302862.778	09/13/2026_20:34:22.778	1	2	3.777712118e-05	8.390226292e-09	3.619113897e-10	1	1	0
627.325	1789302862.857	09/13/2026_20:34:22.857	1	2	3.777907477e-05	8.414223096e-09	3.587430908e-10	1	1	0
627.405	1789302862.937	09/13/2026_20:34:22.937	1	2	3.777848542e-05	8.422270881e-09	3.570906071e-10	1	1	0
627.485	1789302863.017	09/13/2026_20:34:23.017	1	2	3.778065729e-05	8.397544882e-09	3.544138594e-10	1	1	0
627.565	1789302863.097	09/13/2026_20:34:23.097	1	2	3.78022014e-05	8.439890564e-09	3.492527378e-10	1	1	0
627.645	1789302863.177	09/13/2026_20:34:23.177	1	2	3.781777559e-05	8.447834432e-09	3.467729714e-10	1	1	0
627.724	1789302863.256	09/13/2026_20:34:23.256	1	2	3.782374188e-05	8.400358631e-09	3.447976904e-10	1	1	0
627.804	1789302863.336	09/13/2026_20:34:23.336	1	2	3.785048102e-05	8.427540443e-09	3.386997904e-10	1	1	0
627.884	1789302863.416	09/13/2026_20:34:23.416	1	2	3.785207446e-05	8.473426405e-09	3.341439347e-10	1	1	0
627.964	1789302863.496	09/13/2026_20:34:23.496	1	2	3.784200817e-05	8.394536621e-09	3.314987174e-10	1	1	0
628.044	1789302863.576	09/13/2026_20:34:23.576	1	2	3.782872591e-05	8.342239788e-09	3.271717341e-10	1	1	0
628.123	1789302863.655	09/13/2026_20:34:23.655	1	2	3.781711712e-05	8.470963486e-09	3.220401723e-10	1	1	0
628.203	1789302863.735	09/13/2026_20:34:23.735	1	2	3.779355757e-05	8.452133216e-09	3.170531615e-10	1	1	0
628.283	1789302863.815	09/13/2026_20:34:23.815	1	2	3.776388257e-05	8.391051409e-09	3.136731708e-10	1	1	0
628.363	1789302863.895	09/13/2026_20:34:23.895	1	2	3.776803351e-05	8.438495236e-09	3.064025977e-10	1	1	0
628.443	1789302863.975	09/13/2026_20:34:23.975	1	2	3.774716606e-05	8.434433596e-09	3.014789807e-10	1	1	0
628.522	1789302864.054	09/13/2026_20:34:24.054	1	2	3.773830758e-05	8.465180557e-09	2.970377555e-10	1	1	0
628.602	1789302864.134	09/13/2026_20:34:24.134	1	2	3.773957724e-05	8.42567438e-09	2.912502739e-10	1	1	0
628.682	1789302864.214	09/13/2026_20:34:24.214	1	2	3.774008292e-05	8.470278701e-09	2.847203584e-10	1	1	0
628.762	1789302864.294	09/13/2026_20:34:24.294	1	2	3.775252117e-05	8.521991113e-09	2.796246845e-10	1	1	0
628.842	1789302864.374	09/13/2026_20:34:24.374	1	2	3.774586003e-05	8.472580859e-09	2.739375393e-10	1	1	0
628.921	1789302864.453	09/13/2026_20:34:24.453	1	2	3.768867464e-05	8.497597292e-09	2.668377463e-10	1	1	0
629.001	1789302864.533	09/13/2026_20:34:24.533	1	2	3.770275725e-05	8.509530858e-09	2.593208426e-10	1	1	0
629.081	1789302864.613	09/13/2026_20:34:24.613	1	2	3.769668547e-05	8.511126914e-09	2.533827037e-10	1	1	0
629.161	1789302864.693	09/13/2026_20:34:24.693	1	2	3.758990351e-05	8.517654138e-09	2.475497862e-10	1	1	0
629.241	1789302864.773	09/13/2026_20:34:24.773	1	2	3.750836186e-05	8.537159424e-09	2.405408928e-10	1	1	0
629.32	1789302864.852	09/13/2026_20:34:24.852	1	2	3.745485083e-05	8.531245044e-09	2.343500394e-10	1	1	0
629.4	1789302864.932	09/13/2026_20:34:24.932	1	2	3.746707807e-05	8.572951238e-09	2.284020612e-10	1	1	0
629.48	1789302865.012	09/13/2026_20:34:25.012	1	2	3.750905307e-05	8.524456696e-09	2.218313727e-10	1	1	0
629.56	1789302865.092	09/13/2026_20:34:25.092	1	2	3.756380102e-05	8.598464163e-09	2.153622558e-10	1	1	0
629.64	1789302865.172	09/13/2026_20:34:25.172	1	2	3.765577276e-05	8.631635851e-09	2.097352708e-10	1	1	0
629.719	1789302865.251	09/13/2026_20:34:25.251	1	2	3.76925891e-05	8.698327392e-09	6.796854191e-10	1	1	0
629.799	1789302865.331	09/13/2026_20:34:25.331	1	2	3.768353054e-05	1.088146462e-09	6.637379979e-09	1	1	0
629.879	1789302865.411	09/13/2026_20:34:25.411	1	2	4.043131048e-05	8.079015235e-10	7.120418477e-09	1	1	0
629.959	1789302865.491	09/13/2026_20:34:25.491	1	2	4.314106627e-05	8.022534859e-10	7.271194313e-09	1	1	0
630.039	1789302865.571	09/13/2026_20:34:25.571	1	2	4.564861592e-05	8.015285102e-10	7.356678822e-09	1	1	0
630.118	1789302865.650	09/13/2026_20:34:25.650	1	2	4.783551776e-05	8.036687982e-10	7.383440526e-09	1	1	0
630.198	1789302865.730	09/13/2026_20:34:25.730	1	2	4.978804645e-05	8.083961278e-10	7.425935422e-09	1	1	0
630.278	1789302865.810	09/13/2026_20:34:25.810	1	2	5.14811436e-05	8.089490189e-10	7.497100718e-09	1	1	0
630.358	1789302865.890	09/13/2026_20:34:25.890	1	2	5.282161146e-05	8.101662119e-10	7.461723683e-09	1	1	0
630.438	1789302865.970	09/13/2026_20:34:25.970	1	2	5.390507795e-05	8.15047696e-10	7.432421789e-09	1	1	0
630.517	1789302866.049	09/13/2026_20:34:26.049	1	2	5.472952762e-05	8.110622174e-10	7.555749804e-09	1	1	0
630.597	1789302866.129	09/13/2026_20:34:26.129	1	2	5.536616663e-05	8.141526897e-10	7.562957371e-09	1	1	0
630.677	1789302866.209	09/13/2026_20:34:26.209	1	2	5.587188207e-05	8.164383614e-10	7.498485388e-09	1	1	0
630.757	1789302866.289	09/13/2026_20:34:26.289	1	2	5.623028483e-05	8.206691438e-10	7.515744471e-09	1	1	0
630.837	1789302866.369	09/13/2026_20:34:26.369	1	2	5.652424079e-05	8.203279167e-10	7.510758238e-09	1	1	0
630.916	1789302866.448	09/13/2026_20:34:26.448	1	2	5.6772893e-05	8.322656453e-10	7.487508391e-09	1	1	0
630.996	1789302866.528	09/13/2026_20:34:26.528	1	2	5.696879089e-05	8.503632243e-10	7.487900078e-09	1	1	0
631.076	1789302866.608	09/13/2026_20:34:26.608	1	2	5.708937897e-05	9.086656427e-10	7.444359351e-09	1	1	0
631.156	1789302866.688	09/13/2026_20:34:26.688	1	2	5.715675798e-05	1.070138977e-09	7.27679339e-09	1	1	0
631.236	1789302866.768	09/13/2026_20:34:26.768	1	2	5.70662487e-05	1.364388491e-09	7.072056718e-09	1	1	0
631.315	1789302866.847	09/13/2026_20:34:26.847	1	2	5.681446783e-05	1.413717476e-09	7.067958663e-09	1	1	0
631.395	1789302866.927	09/13/2026_20:34:26.927	1	2	5.665930075e-05	1.413631767e-09	7.057729956e-09	1	1	0
631.475	1789302867.007	09/13/2026_20:34:27.007	1	2	5.652406617e-05	1.397017058e-09	7.062328056e-09	1	1	0
631.555	1789302867.087	09/13/2026_20:34:27.087	1	2	5.645818237e-05	1.383440806e-09	7.076433217e-09	1	1	0
631.635	1789302867.167	09/13/2026_20:34:27.167	1	2	5.620657976e-05	1.34989786e-09	7.087401777e-09	1	1	0
631.714	1789302867.246	09/13/2026_20:34:27.246	1	2	5.597922791e-05	1.296657115e-09	7.165163129e-09	1	1	0
631.794	1789302867.326	09/13/2026_20:34:27.326	1	2	5.589833381e-05	1.264507388e-09	7.15646653e-09	1	1	0
631.874	1789302867.406	09/13/2026_20:34:27.406	1	2	5.585609324e-05	1.206794553e-09	7.205126717e-09	1	1	0
631.954	1789302867.486	09/13/2026_20:34:27.486	1	2	5.582350423e-05	1.184674803e-09	7.221516718e-09	1	1	0
632.034	1789302867.566	09/13/2026_20:34:27.566	1	2	5.581928053e-05	1.182967946e-09	7.228300181e-09	1	1	0
632.113	1789302867.645	09/13/2026_20:34:27.645	1	2	5.582856102e-05	1.046267739e-09	7.390432266e-09	1	1	0
632.193	1789302867.725	09/13/2026_20:34:27.725	1	2	5.594506001e-05	8.702199517e-10	7.551550496e-09	1	1	0
632.273	1789302867.805	09/13/2026_20:34:27.805	1	2	5.61393972e-05	8.311362154e-10	7.478299757e-09	1	1	0
632.353	1789302867.885	09/13/2026_20:34:27.885	1	2	5.638357834e-05	8.249058658e-10	7.527568791e-09	1	1	0
632.433	1789302867.965	09/13/2026_20:34:27.965	1	2	5.648599472e-05	8.224121384e-10	7.500019272e-09	1	1	0
632.512	1789302868.044	09/13/2026_20:34:28.044	1	2	5.655741552e-05	8.170978893e-10	7.570161387e-09	1	1	0
632.592	1789302868.124	09/13/2026_20:34:28.124	1	2	5.675991997e-05	8.181550992e-10	7.541189007e-09	1	1	0
632.672	1789302868.204	09/13/2026_20:34:28.204	1	2	5.695942673e-05	8.221581194e-10	7.42734052e-09	1	1	0
632.752	1789302868.284	09/13/2026_20:34:28.284	1	2	5.716020678e-05	8.186571421e-10	7.473558661e-09	1	1	0
632.832	1789302868.364	09/13/2026_20:34:28.364	1	2	5.730766134e-05	8.165872423e-10	7.52472662e-09	1	1	0
632.911	1789302868.443	09/13/2026_20:34:28.443	1	2	5.7436926e-05	8.193348777e-10	7.551725467e-09	1	1	0
632.991	1789302868.523	09/13/2026_20:34:28.523	1	2	5.75336453e-05	8.208895785e-10	7.505090771e-09	1	1	0
633.071	1789302868.603	09/13/2026_20:34:28.603	1	2	5.759032138e-05	8.161160081e-10	7.50476481e-09	1	1	0
633.151	1789302868.683	09/13/2026_20:34:28.683	1	2	5.763426452e-05	8.159570797e-10	7.587182438e-09	1	1	0
633.231	1789302868.763	09/13/2026_20:34:28.763	1	2	5.76636121e-05	8.20239876e-10	7.484197262e-09	1	1	0
633.31	1789302868.842	09/13/2026_20:34:28.842	1	2	5.767806215e-05	8.185575551e-10	7.441048222e-09	1	1	0
633.39	1789302868.922	09/13/2026_20:34:28.922	1	2	5.769730342e-05	8.166052279e-10	7.585845729e-09	1	1	0
633.47	1789302869.002	09/13/2026_20:34:29.002	1	2	5.771581709e-05	8.167464483e-10	7.562466209e-09	1	1	0
633.55	1789302869.082	09/13/2026_20:34:29.082	1	2	5.772485383e-05	8.184847244e-10	7.48670459e-09	1	1	0
633.63	1789302869.162	09/13/2026_20:34:29.162	1	2	5.77261635e-05	8.172526544e-10	7.525906121e-09	1	1	0
633.709	1789302869.241	09/13/2026_20:34:29.241	1	2	5.773684825e-05	8.14639245e-10	7.473347274e-09	1	1	0
633.789	1789302869.321	09/13/2026_20:34:29.321	1	2	5.774372403e-05	8.18803525e-10	7.537868107e-09	1	1	0
633.869	1789302869.401	09/13/2026_20:34:29.401	1	2	5.771097494e-05	8.197005852e-10	7.56661489e-09	1	1	0
633.949	1789302869.481	09/13/2026_20:34:29.481	1	2	5.770327334e-05	8.156734732e-10	7.513417444e-09	1	1	0
634.029	1789302869.561	09/13/2026_20:34:29.561	1	2	5.768326446e-05	8.184088407e-10	7.583759398e-09	1	1	0
634.108	1789302869.640	09/13/2026_20:34:29.640	1	2	5.762567525e-05	8.190563783e-10	7.511080646e-09	1	1	0
634.188	1789302869.720	09/13/2026_20:34:29.720	1	2	5.74911719e-05	8.154869002e-10	7.571854255e-09	1	1	0
634.268	1789302869.800	09/13/2026_20:34:29.800	1	2	5.736930689e-05	8.139859342e-10	7.506691269e-09	1	1	0
634.348	1789302869.880	09/13/2026_20:34:29.880	1	2	5.712830171e-05	8.200687907e-10	7.496099741e-09	1	1	0
634.428	1789302869.960	09/13/2026_20:34:29.960	1	2	5.695079017e-05	8.178068223e-10	7.453001771e-09	1	1	0
634.507	1789302870.039	09/13/2026_20:34:30.039	1	2	5.681648327e-05	8.154947273e-10	7.546510084e-09	1	1	0
634.587	1789302870.119	09/13/2026_20:34:30.119	1	2	5.67509851e-05	8.145770169e-10	7.529437518e-09	1	1	0
634.667	1789302870.199	09/13/2026_20:34:30.199	1	2	5.67611969e-05	8.205972013e-10	7.496523402e-09	1	1	0
634.747	1789302870.279	09/13/2026_20:34:30.279	1	2	5.679989408e-05	8.160596088e-10	7.536547386e-09	1	1	0
634.827	1789302870.359	09/13/2026_20:34:30.359	1	2	5.673889245e-05	8.154563136e-10	7.548123016e-09	1	1	0
634.906	1789302870.438	09/13/2026_20:34:30.438	1	2	5.669613165e-05	8.175412014e-10	7.555073012e-09	1	1	0
634.986	1789302870.518	09/13/2026_20:34:30.518	1	2	5.664172204e-05	8.205825464e-10	7.504887378e-09	1	1	0
635.066	1789302870.598	09/13/2026_20:34:30.598	1	2	5.660397437e-05	8.148992037e-10	7.545800429e-09	1	1	0
635.146	1789302870.678	09/13/2026_20:34:30.678	1	2	5.666387733e-05	8.144477315e-10	7.501602894e-09	1	1	0
635.226	1789302870.758	09/13/2026_20:34:30.758	1	2	5.662403419e-05	8.190831902e-10	7.479147968e-09	1	1	0
635.305	1789302870.837	09/13/2026_20:34:30.837	1	2	5.655374844e-05	8.150864983e-10	7.500953636e-09	1	1	0
635.385	1789302870.917	09/13/2026_20:34:30.917	1	2	5.659938688e-05	8.141590735e-10	7.531944846e-09	1	1	0
635.465	1789302870.997	09/13/2026_20:34:30.997	1	2	5.668826634e-05	8.164872667e-10	7.413711423e-09	1	1	0
635.545	1789302871.077	09/13/2026_20:34:31.077	1	2	5.682287156e-05	8.16085366e-10	7.460536189e-09	1	1	0
635.625	1789302871.157	09/13/2026_20:34:31.157	1	2	5.691132537e-05	8.153353548e-10	7.545999381e-09	1	1	0
635.704	1789302871.236	09/13/2026_20:34:31.236	1	2	5.701687769e-05	8.143783425e-10	7.496185006e-09	1	1	0
635.784	1789302871.316	09/13/2026_20:34:31.316	1	2	5.709541438e-05	8.171321952e-10	7.474001862e-09	1	1	0
635.864	1789302871.396	09/13/2026_20:34:31.396	1	2	5.713770588e-05	8.159583009e-10	7.527556356e-09	1	1	0
635.944	1789302871.476	09/13/2026_20:34:31.476	1	2	5.716459054e-05	8.125403128e-10	7.53935403e-09	1	1	0
636.024	1789302871.556	09/13/2026_20:34:31.556	1	2	5.719950423e-05	8.129948936e-10	7.532251267e-09	1	1	0
636.103	1789302871.635	09/13/2026_20:34:31.635	1	2	5.7210862e-05	8.173333121e-10	7.480400299e-09	1	1	0
636.183	1789302871.715	09/13/2026_20:34:31.715	1	2	5.720440458e-05	8.145893404e-10	7.545318148e-09	1	1	0
636.263	1789302871.795	09/13/2026_20:34:31.795	1	2	5.720318586e-05	8.115076389e-10	7.539513014e-09	1	1	0
636.343	1789302871.875	09/13/2026_20:34:31.875	1	2	5.720604895e-05	8.181880728e-10	7.465680518e-09	1	1	0
636.423	1789302871.955	09/13/2026_20:34:31.955	1	2	5.719810724e-05	8.172381105e-10	7.500345234e-09	1	1	0
636.502	1789302872.034	09/13/2026_20:34:32.034	1	2	5.718499597e-05	8.129282247e-10	7.522569234e-09	1	1	0
636.582	1789302872.114	09/13/2026_20:34:32.114	1	2	5.718055036e-05	8.142183594e-10	7.533095925e-09	1	1	0
636.662	1789302872.194	09/13/2026_20:34:32.194	1	2	5.71618948e-05	8.152883924e-10	7.453084372e-09	1	1	0
636.742	1789302872.274	09/13/2026_20:34:32.274	1	2	5.715683801e-05	8.152630238e-10	7.449161288e-09	1	1	0
636.822	1789302872.354	09/13/2026_20:34:32.354	1	2	5.71227647e-05	8.130768836e-10	7.541896885e-09	1	1	0
636.901	1789302872.433	09/13/2026_20:34:32.433	1	2	5.692402192e-05	8.160620513e-10	7.533576429e-09	1	1	0
636.981	1789302872.513	09/13/2026_20:34:32.513	1	2	5.680574031e-05	8.159671272e-10	7.47054596e-09	1	1	0
637.061	1789302872.593	09/13/2026_20:34:32.593	1	2	5.670309474e-05	8.123042239e-10	7.461844476e-09	1	1	0
637.141	1789302872.673	09/13/2026_20:34:32.673	1	2	5.647461512e-05	8.127908901e-10	7.441510963e-09	1	1	0
637.221	1789302872.753	09/13/2026_20:34:32.753	1	2	5.627314022e-05	8.172856836e-10	7.416834702e-09	1	1	0
637.3	1789302872.832	09/13/2026_20:34:32.832	1	2	5.613808025e-05	8.124342865e-10	7.4646751e-09	1	1	0
637.38	1789302872.912	09/13/2026_20:34:32.912	1	2	5.60364897e-05	8.123737794e-10	7.505320809e-09	1	1	0
637.46	1789302872.992	09/13/2026_20:34:32.992	1	2	5.60632725e-05	8.141663455e-10	7.444334482e-09	1	1	0
637.54	1789302873.072	09/13/2026_20:34:33.072	1	2	5.608627907e-05	8.13335177e-10	7.438952121e-09	1	1	0
637.62	1789302873.152	09/13/2026_20:34:33.152	1	2	5.601048906e-05	8.131498808e-10	7.466720575e-09	1	1	0
637.699	1789302873.231	09/13/2026_20:34:33.231	1	2	5.598540884e-05	8.118750672e-10	7.465445151e-09	1	1	0
